FECHA CT,NUMERO TICKET,MOTIVO,ID TIENDA,DIRECCION,LOCALIDAD,TIPO VISITA,GRUPO,ESTADO,PRECIO,1° REMITO,2° REMITO,ESTADO FINAL
19/3/2025 17:18:59,5822249,T5210 FACHADA DE ENTRADA EN MAL ESTADO,5210,SANTOS VEGA 7519,VILLA BOSCH,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
20/3/2025 11:18:30,5822771,T139 - Caño de parking filtra agua - Acontec,139,PUEYRREDON 2663,VILLA BALLESTER,EMERGENCIA,G-ALEXIS,TERMINADO,111300,TRUE,TRUE,APROBADO
20/3/2025 12:00:58,5822990,T5429 - ACTA CIVIl.,5429,FRANCISCO NARCISO LAPRIDA 4076,VILLA MARTELLI,PRESUPUESTO,G-MANU,TERMINADO,779288,TRUE,TRUE,APROBADO
21/3/2025 11:29:56,5824399,T139 Tienda sin agua,139,PUEYRREDON 2663,VILLA BALLESTER,EMERGENCIA,G-ALEXIS,TERMINADO,97500,TRUE,TRUE,APROBADO
21/3/2025 11:31:55,5824353,T1027 Perdida de agua Cañeria rota,1027,F.L.BELTRAN Y GRAL PINTO 2269,ITUZAINGO,EMERGENCIA,G-NAZA,TERMINADO,282400,TRUE,TRUE,APROBADO
21/3/2025 11:01:40,5824213,T607 - Filtraciones por lluvia - Acontec,607,GALLARDO 611,VERSALLES,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
21/3/2025 10:04:34,5823824,T161 Colocar las piezas de baldosas salidas - ACONTEC,161,AV MAIPU 2949,OLIVOS,EMERGENCIA,G-MANU,TERMINADO,77140,TRUE,TRUE,APROBADO
21/3/2025 10:00:30,5823661,Tda 157 vereda rota varios vecinos se viene ron a quejar,157,AV MAYO 791,RAMOS MEJIA,PRESUPUESTO,G-MANU,TERMINADO,310164,TRUE,TRUE,APROBADO
21/3/2025 10:02:42,5823286,T212 Nuevo desague de mural por cambio de layout - ACONTEC,212,C. 16 283,MERCEDES,EMERGENCIA,G-ALEXIS,TERMINADO,57200,TRUE,TRUE,APROBADO
21/3/2025 9:28:47,5824048,T1019 Atmosferico Camión Completo,1019,AV LIBERTADOR 1501,MORENO,EMERGENCIA,G-NAZA,TERMINADO,691885,TRUE,TRUE,APROBADO
22/3/2025 9:43:14,5825119,T 110 - Porton - Acontec,110,AV ROCA 3729,TRUJUI,EMERGENCIA,G-NAZA,TERMINADO,42900,TRUE,TRUE,APROBADO
22/3/2025 9:43:54,5825239,T5331 - PRESUPUESTAR CERRAMIENTOS - ACONTEC,5331,WILLIAMS MORRIS 3924,CASTELAR,PRESUPUESTO,G-JOSE,TERMINADO,715060,TRUE,TRUE,APROBADO
22/3/2025 14:28:38,5825689,T129 - Desagote de pozo - Acontec,129,PASTORINI 2009,LA REJA,EMERGENCIA,G-NAZA,TERMINADO,691885,TRUE,TRUE,APROBADO
23/3/2025 11:38:21,5826274,T5210 Se solto un caño de desague - ACONTEC,5210,SANTOS VEGA 7519,VILLA BOSCH,EMERGENCIA,G-ALEXIS,TERMINADO,88400,TRUE,TRUE,APROBADO
23/3/2025 11:41:01,5826243,T160 filtraciones en salon - ACONTEC,160,ARTIGAS Y CAMPICHUELO 6015,VILLA BALLESTER,EMERGENCIA,G-ALEXIS,TERMINADO,65100,TRUE,TRUE,APROBADO
23/3/2025 11:44:36,5826108,T 208- manija -Acontec,208,AV PEDRO GOYENA 1373,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
23/3/2025 11:43:51,5826003,T5306 - Puerta de entrada- Acontec,5306,AV LORENZO CASEY 910,LUJAN,EMERGENCIA,G-ALEXIS,TERMINADO,57200,TRUE,TRUE,APROBADO
23/3/2025 11:41:55,5826419,T129 Puerta de depósito rota,129,PASTORINI 2009,LA REJA,PRESUPUESTO,G-ALEXIS,TERMINADO,100100,TRUE,TRUE,APROBADO
24/3/2025 12:20:53,5826609,T5429 Colocacion de rejillas para desagues por ingreso de roedores - ACONTEC,5429,FRANCISCO NARCISO LAPRIDA 4076,VILLA MARTELLI,EMERGENCIA,G-NAZA,TERMINADO,75800,TRUE,TRUE,APROBADO
24/3/2025 17:07:58,5827828,"T5157 - NO DEJA DE SALIR AGUA POR LOS REJILLAS, POZO DE AGUA - ACONTEC",5157,BOULEVAR CAVERI 1582,TRUJUI,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
24/3/2025 17:11:25,5827861,T5452 Tienda inundada desague tapado,5452,MANUEL QUINTANA 1044,VILLA BOSCH,EMERGENCIA,G-ALEXIS,TERMINADO,155000,TRUE,TRUE,APROBADO
25/3/2025 13:28:41,5828340,T90 Se rompio un caño y el agua cae sobre equipo electricos - ACONTEC,90,HIDALGO 860,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,55658,TRUE,TRUE,APROBADO
25/3/2025 13:38:58,5828247,T99 desagües - ACONTEC,99,S.M. DEL CARRIL Y RUTA 7 169,PASO DEL REY,EMERGENCIA,G-NAZA,TERMINADO,90400,TRUE,TRUE,APROBADO
25/3/2025 13:44:52,5828972,T64- baños con pérdida de agua,64,HIPOLITO IRIGOYEN 357,MERLO,EMERGENCIA,G-ALEXIS,TERMINADO,210100,TRUE,TRUE,APROBADO
25/3/2025 16:10:16,5829178,T5429 - Baños - Acontec,5429,FRANCISCO NARCISO LAPRIDA 4076,VILLA MARTELLI,EMERGENCIA,G-NAZA,TERMINADO,203400,TRUE,TRUE,APROBADO
25/3/2025 16:12:15,5829206,T 5392 -CERRAMIENTOS CONTRA ROEDORES,5392,ARISTOBULO DEL VALLE 3349,MERLO,EMERGENCIA,G-ALEXIS,TERMINADO,418600,TRUE,TRUE,APROBADO
25/3/2025 16:13:31,5828308,T1006 - Piso deposito roto - Acontec,1006,CL J. S. CROVARA 2472,TABLADA,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
25/3/2025 16:41:14,5828728,T19 - Piso de deposito - Acontec,19,CL JUAN M.DE ROSAS 3634,SAN JUSTO,PRESUPUESTO,G-JOSE,TERMINADO,310160,TRUE,TRUE,APROBADO
25/3/2025 16:42:20,5829211,T1080 - BAÑOS SIN AGUA Y TAPADOS - ACONTEC,1080,AV AVELLANEDA 848,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,71600,TRUE,TRUE,APROBADO
26/3/2025 8:21:59,5829565,T1080 - Corte de pasto,1080,AV AVELLANEDA 848,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,4112000,TRUE,TRUE,APROBADO
27/3/2025 7:39:34,5829837,Tienda 165 Desague de murales tapado- acontec,165,AV ZAPIOLA 529,PASO DEL REY,EMERGENCIA,G-NAZA,TERMINADO,125230,TRUE,TRUE,APROBADO
27/3/2025 7:41:05,5830640,T5543 - PPTAR sellar los conductos de cañería de abajo de los murales- acontec,5543,VERGARA 2371,HURLINGHAM,EMERGENCIA,G-ALEXIS,TERMINADO,117200,TRUE,TRUE,APROBADO
27/3/2025 7:40:19,5830753,T 208 - FILTRACIONES -ACONTEC,208,AV PEDRO GOYENA 1373,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,87800,TRUE,TRUE,APROBADO
27/3/2025 8:03:42,5830869,T1009 Baño clientes sin funcionar mochila rota,1009,CL EVA PERON 297,LOMAS DEL MIRADOR,EMERGENCIA,G-MANU,TERMINADO,404000,TRUE,TRUE,APROBADO
27/3/2025 16:13:58,5831622,T5162 Realizar desague de camara,5162,LA PLATA 4022,SANTOS LUGARES,PRESUPUESTO,G-MANU,TERMINADO,495774,TRUE,TRUE,APROBADO
27/3/2025 16:13:09,5831398,T1035 MURAL DE FIAMBRES,1035,AGUERO ESQUINA BALCARCE 935,MORON,EMERGENCIA,G-ALEXIS,TERMINADO,57200,TRUE,TRUE,APROBADO
28/3/2025 8:04:13,5832229,T1070 SE ROMPIO CAÑO DE AGUA EN DEPOSITO Y SE LLENA DE AGUA TODO EL DEPOSITO,1070,AV HIPOLITO YRIGOYEN 2040 Y MARCELO T. DE ALVEAR,CASEROS,EMERGENCIA,G-ALEXIS,TERMINADO,373700,TRUE,TRUE,APROBADO
28/3/2025 10:52:12,5832304,T5566 Tapa de desague en mal estado,5566,DIAG. 162 LAS GARDENIAS 5922,LOMA HERMOSA,EMERGENCIA,G-JOSE,TERMINADO,75800,TRUE,TRUE,APROBADO
31/3/2025 10:28:07,5831430,Tienda 139 - Tareas varias - ACONTEC,139,PUEYRREDON 2663,VILLA BALLESTER,EMERGENCIA,G-ALEXIS,TERMINADO,4728000,TRUE,TRUE,APROBADO
31/3/2025 8:41:26,5835316,T630 - DURLOCK ROTO CON FILTRACIONES - ACONTEC,630,AV CARRASCO 487,VELEZ SARSFIELD,EMERGENCIA,G-MANU,TERMINADO,119000,TRUE,TRUE,APROBADO
31/3/2025 8:39:32,5835324,T5428 - grandes goteras en deposito sobre mercaderia - acontec,5428,FRANCISCO NARCISO LAPRIDA 4475,VILLA MARTELLI,EMERGENCIA,G-MANU,TERMINADO,130300,TRUE,TRUE,APROBADO
29/3/2025 9:23:28,5833483,T1083 puerta de emergencia,1083,AV BARTOLOME MITRE 2375,MORENO,PRESUPUESTO,G-ALEXIS,TERMINADO,269000,TRUE,TRUE,APROBADO
28/3/2025 14:01:04,5832770,t 1027 Reparacion de roturas de pared,1027,F.L.BELTRAN Y GRAL PINTO 2269,ITUZAINGO,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
31/3/2025 10:42:14,5835480,T5280 Filtraciones en tienda - Acontec,5280,AV VERGARA 1062,HURLINGHAM,EMERGENCIA,G-ALEXIS,TERMINADO,130300,TRUE,TRUE,APROBADO
31/3/2025 14:32:04,5836578,T700 - Cambiar estas placas de cielorraso,700,LOPE DE VEGA 2159,VILLA REAL,PRESUPUESTO,G-MANU,TERMINADO,1320450,TRUE,TRUE,APROBADO
1/4/2025 9:40:10,5837294,T798 Puerta corrediza muy pesada,798,ALVAREZ JONTE 6282,VERSALLES,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
1/4/2025 9:40:44,5837089,T5371 - desague tapado del deposito - acontec,5371,CONSTITUCION 560,MERLO,PRESUPUESTO,G-JOSE,TERMINADO,600000,TRUE,TRUE,APROBADO
1/4/2025 12:03:39,5837538,T1007 - Mochila de baño de mujeres - Acontec,1007,CNL.C.F.DE BRANDSEN 1957,ITUZAINGO,EMERGENCIA,G-JOSE,TERMINADO,57200,TRUE,TRUE,APROBADO
1/4/2025 14:59:23,5837752,t99 techo roto,99,S.M. DEL CARRIL Y RUTA 7 169,PASO DEL REY,EMERGENCIA,G-JOSE,TERMINADO,79200,TRUE,TRUE,APROBADO
1/4/2025 15:42:12,5837920,Cerramiento acústico en continuación a lo realizado T139,139,PUEYRREDON 2663,VILLA BALLESTER,PRESUPUESTO,G-ALEXIS,TERMINADO,,TRUE,TRUE,APROBADO
3/4/2025 8:36:34,5838645,"T1006 - Reparar bicicletero, puerta del baño cliente y fachada - Acontec",1006,CL J. S. CROVARA 2472,TABLADA,PRESUPUESTO,G-MANU,TERMINADO,787000,TRUE,TRUE,APROBADO
3/4/2025 8:37:31,5838941,T746 - REVISION DE CAÑERIA - ACONTEC,746,MENDEZ DE LOS ANDES 961,CABALLITO,PRESUPUESTO,G-MANU,TERMINADO,814950,TRUE,TRUE,APROBADO
3/4/2025 11:51:07,5839680,T 1019 - SELLAR CHAPA EXTERIOR x CERRAMIENTOS,1019,AV LIBERTADOR 1501,MORENO,EMERGENCIA,G-JOSE,TERMINADO,57200,TRUE,TRUE,APROBADO
3/4/2025 13:37:57,5839824,Ti19 Poner la rejilla a la camara de pollos,19,CL JUAN M.DE ROSAS 3634,SAN JUSTO,EMERGENCIA,G-JOSE,TERMINADO,57200,TRUE,TRUE,APROBADO
3/4/2025 17:04:17,5840154,T1009 - Baño de empleados sin agua - Acontec,1009,CL EVA PERON 297,LOMAS DEL MIRADOR,PRESUPUESTO,G-MANU,TERMINADO,1867710,TRUE,TRUE,APROBADO
3/4/2025 17:05:27,5840064,T100 -Porton de parking - Acontec,100,AV PARANA 6370,VILLA ADELINA,PRESUPUESTO,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
4/4/2025 8:32:05,5840324,T5458 - Puerta corrediza - Acontec,5458,GENERAL GUEMES 1079,MORENO,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
4/4/2025 8:30:27,5840589,T1011 DEPOSITO INUNDADO POR CAÑO ROTO,1011,ZEBALLOS 3028,CASTELAR,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
3/4/2025 17:04:52,5840061,T98 - Placas rotas y humedecidas - Acontec,98,INDEPENDENCIA 173,MORON,EMERGENCIA,G-NAZA,TERMINADO,158400,TRUE,TRUE,APROBADO
4/4/2025 9:20:34,5840770,T1029 - Chapa de alero suelta - URGENCIA,1029,AV.BRIG.GRAL.J.M.DE ROSAS 4351 ESQ.9 DE JULIO,JOSE LEON SUAREZ,EMERGENCIA,G-ALEXIS,TERMINADO,142300,TRUE,TRUE,APROBADO
4/4/2025 9:03:38,5832407,T 773 - ACTA CIVIL,773,AV LOPE DE VEGA 2839,VILLA REAL,PRESUPUESTO,G-MANU,TERMINADO,892700,TRUE,TRUE,APROBADO
4/4/2025 11:06:11,5840877,T1026 - DESAGÜE TAPADO PUNTO CALIENTE - ACONTEC,1026,AV GDOR. INOCENCIO ARIAS 2983,CASTELAR,EMERGENCIA,G-NAZA,TERMINADO,90400,TRUE,TRUE,APROBADO
4/4/2025 11:09:44,5840968,T1027 - Filtracion de agua - Acontec,1027,F.L.BELTRAN Y GRAL PINTO 2269,ITUZAINGO,EMERGENCIA,G-NAZA,TERMINADO,146600,TRUE,TRUE,APROBADO
4/4/2025 14:49:42,5841376,T5539 BAÑO CON PERDIDA DE AGUA,5539,JUNCAL 719,MERLO,EMERGENCIA,G-JOSE,TERMINADO,55600,TRUE,TRUE,APROBADO
4/4/2025 14:50:39,5841361,TIENDA 100 - Desagüe de cloaca baño clientes,100,AV PARANA 6370,VILLA ADELINA,EMERGENCIA,G-JOSE,TERMINADO,245460,TRUE,TRUE,APROBADO
5/4/2025 9:51:05,5841808,T110 - problemas con el desagote del agua. - ACONT,110,AV ROCA 3729,TRUJUI,EMERGENCIA,G-JOSE,TERMINADO,90400,TRUE,TRUE,APROBADO
6/4/2025 11:25:13,5843126,tda 157 se solicita pintura fachada e interior,157,AV MAYO 791,RAMOS MEJIA,PRESUPUESTO,G-JOSE,TERMINADO,767500,TRUE,TRUE,APROBADO
6/4/2025 11:25:56,5843091,T1035 Desague tapado,1035,AGUERO ESQUINA BALCARCE 935,MORON,EMERGENCIA,G-NAZA,TERMINADO,245400,TRUE,TRUE,APROBADO
6/4/2025 23:27:35,5843184,tienda 1008 baldosas sueltas,1008,BERNARDO ADER 775,BOULOGNE,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
6/4/2025 23:28:25,5843490,T1008 BACHA acontec,1008,BERNARDO ADER 775,BOULOGNE,EMERGENCIA,G-NAZA,TERMINADO,73700,TRUE,TRUE,APROBADO
7/4/2025 8:31:06,5843773,T130 Puerta de entrada trabada a punto de caer,130,MT ALVEAR 3200,CIUDADELA,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
7/4/2025 9:29:17,5841570,Plan Vereda 2,291,AV ALVAREZ THOMAS 1520,VILLA ORTUZAR,PRESUPUESTO,G-ALEXIS,TERMINADO,1313523,TRUE,TRUE,APROBADO
7/4/2025 9:29:52,5841572,Plan Vereda 2,242,AV DE LOS INCAS 5260,PARQUE CHAS,PRESUPUESTO,G-ALEXIS,TERMINADO,665000,TRUE,TRUE,APROBADO
7/4/2025 11:54:43,5843943,T1026 Puerta entrada entrada corrediza se descolgo,1026,AV GDOR. INOCENCIO ARIAS 2983,CASTELAR,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
7/4/2025 13:45:40,5844447,T1098-Realizar cerramientos por ROBO - Acontec,1098,AVENIDA JUAN BAUTISTA ALBERDI 1550,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,175000,TRUE,TRUE,APROBADO
9/4/2025 8:57:49,5845994,T1007 - Filtraciones por lluvia - Acontec,1007,CNL.C.F.DE BRANDSEN 1957,ITUZAINGO,EMERGENCIA,G-NAZA,TERMINADO,162900,TRUE,TRUE,APROBADO
9/4/2025 8:58:23,5845634,T5157 - Desagües tapados - Acontec,5157,BOULEVAR CAVERI 1582,TRUJUI,EMERGENCIA,G-JOSE,TERMINADO,57200,TRUE,TRUE,APROBADO
9/4/2025 8:59:00,5845370,T5549 Tienda sin agua y con tanque sucio,5549,LACROZE 5066,VILLA BALLESTER,EMERGENCIA,G-ALEXIS,TERMINADO,146600,TRUE,TRUE,APROBADO
9/4/2025 13:58:47,5846959,T1101 Perdida de agua en desague de mural,1101,AVENIDA HONORIO PUEYRREDON 652,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
10/4/2025 12:06:09,5848072,T5452 - Tanque de agua - Acontec,5452,MANUEL QUINTANA 1044,VILLA BOSCH,EMERGENCIA,G-ALEXIS,TERMINADO,337200,TRUE,TRUE,APROBADO
9/4/2025 13:59:47,5846942,T773 - PERDIDA DE AGUA EN MURALES,773,AV LOPE DE VEGA 2839,VILLA REAL,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
9/4/2025 14:00:23,5846918,T5162 Tapa de una de las bocas de inspección suelta,5162,LA PLATA 4022,SANTOS LUGARES,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
10/4/2025 8:48:48,5847515,T77 - PORTON LEVANTADO - ACONTEC,77,PRIMERA JUNTA 5800,BILLINGHURST,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
10/4/2025 8:49:27,5847439,T607 - BARANDA DE RAMPA CAIDA - ACONTEC,607,GALLARDO 611,VERSALLES,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
10/4/2025 11:02:02,5847868,T61 - Guardaganos roto - Acontec,61,AV EVA PERON 9735,LOMA HERMOSA,EMERGENCIA,G-MANU,TERMINADO,281900,TRUE,TRUE,APROBADO
11/4/2025 10:36:41,5849193,T48 Corte de pasto y arbol,48,HUMBERTO PRIMERO 1000,LUJAN,EMERGENCIA,G-JOSE,TERMINADO,184200,TRUE,TRUE,APROBADO
9/4/2025 15:33:46,5847032,T5331 Tienda sin agua,5331,WILLIAMS MORRIS 3924,CASTELAR,EMERGENCIA,G-JOSE,TERMINADO,176100,TRUE,TRUE,APROBADO
11/4/2025 15:19:24,5849433,T700 - Desagüe de murales - Acontec,700,LOPE DE VEGA 2159,VILLA REAL,EMERGENCIA,G-MANU,TERMINADO,245400,TRUE,TRUE,APROBADO
11/4/2025 15:21:57,5849206,T1026 - Destapar y verificar cloacas - Acontec,1026,AV GDOR. INOCENCIO ARIAS 2983,CASTELAR,EMERGENCIA,G-NAZA,TERMINADO,245400,TRUE,TRUE,APROBADO
11/4/2025 15:49:17,5849750,T746 - Desagüe camara - Acontec,746,MENDEZ DE LOS ANDES 961,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
13/4/2025 12:59:55,5850817,T 700 - Desagues - ACONTEC,700,LOPE DE VEGA 2159,VILLA REAL,EMERGENCIA,G-MANU,TERMINADO,250400,TRUE,TRUE,APROBADO
12/4/2025 15:45:15,5850609,T204 Inodoro de baño roto,204,MORENO 1533,VILLA BALLESTER,EMERGENCIA,G-ALEXIS,TERMINADO,57200,TRUE,TRUE,APROBADO
14/4/2025 9:04:14,5851262,T5534 Puerta de ingreso pesada - ACONTEC,5534,MORENO 1720,VILLA BALLESTER,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
14/4/2025 12:12:42,5852048,T700 Destapar camara principal de desague,700,LOPE DE VEGA 2159,VILLA REAL,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
14/4/2025 12:11:34,5852116,T5257 - Placas caidas - Acontec (PRESUPUESTAR),5257,AMERICA 565,SAENZ PEÑA,PRESUPUESTO,G-MANU,TERMINADO,475300,TRUE,TRUE,APROBADO
14/4/2025 12:10:48,5852077,T1019 - Desagote de pozo - Acontec,1019,AV LIBERTADOR 1501,MORENO,EMERGENCIA,G-NAZA,TERMINADO,484000,TRUE,TRUE,APROBADO
14/4/2025 13:07:52,5852273,T5456 - Verificar estado de placas - Acontec (PRESUPUESTAR),5456,AVENIDA RODRIGUEZ PEÑA 5019,VILLA LYNCH,PRESUPUESTO,G-ALEXIS,TERMINADO,924000,TRUE,TRUE,APROBADO
14/4/2025 13:08:59,5852279,T5456 - Pasador puerta de escape puerta trasera - Acontec,5456,AVENIDA RODRIGUEZ PEÑA 5019,VILLA LYNCH,EMERGENCIA,G-ALEXIS,TERMINADO,57200,TRUE,TRUE,APROBADO
14/4/2025 13:28:37,5852322,T5370 - Cerramiento de cortina - Acontec,5370,JULIO BESADA 6880,MARTIN CORONADO,EMERGENCIA,G-ALEXIS,TERMINADO,185400,TRUE,TRUE,APROBADO
14/4/2025 15:07:15,5852467,T1026 CAMIONERO ROMPE PORTON,1026,AV GDOR. INOCENCIO ARIAS 2983,CASTELAR,EMERGENCIA,G-NAZA,TERMINADO,178900,TRUE,TRUE,APROBADO
14/4/2025 16:43:54,5852614,T 529 - FILTRACIONES EN TIENDA - Acontec,529,NOGOYA 6061,VILLA REAL,EMERGENCIA,G-MANU,TERMINADO,130300,TRUE,TRUE,APROBADO
15/4/2025 16:37:56,5853687,T1027 - Tanque de agua - Acontec,1027,F.L.BELTRAN Y GRAL PINTO 2269,ITUZAINGO,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
15/4/2025 16:38:27,5853623,T1007 - Cambio de mochilas de baños de hombres y mujeres - Acontec,1007,CNL.C.F.DE BRANDSEN 1957,ITUZAINGO,EMERGENCIA,G-NAZA,TERMINADO,529800,TRUE,TRUE,APROBADO
16/4/2025 9:44:00,5854210,T 147 - Se solicita Barrales de seguridad,147,SANTOS VEGA 5848,VILLA BOSCH,EMERGENCIA,G-ALEXIS,TERMINADO,158100,TRUE,TRUE,APROBADO
16/4/2025 9:44:57,5853910,T369 - PUERTA DE DEPO A PUNTO DE CAERSE - ACONTEC,369,AV JUAN B.ALBERDI 2859,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
16/4/2025 12:53:08,5854300,Mando acta ddl gobierno de la ciudad con tareas T 578 Dotar de camino de ronda en deposito.,578,SIMBRON 5768,VILLA REAL,EMERGENCIA,G-MANU,TERMINADO,392800,TRUE,TRUE,APROBADO
17/4/2025 9:15:10,5854655,T44 - Tienda sin agua - Acontec,44,CL BRI.GRL DON J.M.DE ROSAS 945,LOMAS DEL MIRADOR,EMERGENCIA,G-NAZA,TERMINADO,166900,TRUE,TRUE,APROBADO
16/4/2025 14:20:46,5854216,T 52 Acta municipal,52,SAN MARTIN 1732,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
17/4/2025 9:59:10,5855306,T 288 - ACTA CIVIL,288,AV ACOYTE 232,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,105600,TRUE,TRUE,APROBADO
17/4/2025 11:33:38,5855463,T293 - Filtracion por lluvias - Acontec,293,BOLIVAR 1474,SAN TELMO,EMERGENCIA,G-JOSE,TERMINADO,57200,TRUE,TRUE,APROBADO
17/4/2025 22:26:50,5856111,T5380 - FILTRACIONES EN SALON Y DEPO - ACONTEC,5380,AV GENERAL JUSTO JOSE DE URQUIZA 4583,CASEROS,EMERGENCIA,G-NAZA,TERMINADO,57200,TRUE,TRUE,APROBADO
17/4/2025 22:32:41,5856092,T5257 - desagues tapados del salon - ACONTEC,5257,AMERICA 565,SAENZ PEÑA,EMERGENCIA,G-JOSE,TERMINADO,155000,TRUE,TRUE,APROBADO
17/4/2025 22:21:18,5856125,T746 - FILTRACIONES - ACONTEC,746,MENDEZ DE LOS ANDES 961,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,97700,TRUE,TRUE,APROBADO
18/4/2025 12:37:51,5855904,T5115 - CERRAMIENTOS POR ROEDORES - ACONTEC,5115,SAN MARTIN 521,CIUDADELA,EMERGENCIA,G-NAZA,TERMINADO,609000,TRUE,TRUE,APROBADO
18/4/2025 12:38:56,5856001,T 5344 - Goteras - acontec,5344,AV LIBERTADOR 6890,LOMA HERMOSA,EMERGENCIA,G-ALEXIS,TERMINADO,153000,TRUE,TRUE,APROBADO
18/4/2025 16:04:09,5856140,T1008 - PORTON LATERAL A LA TIENDA ROTO - ACONTEC,1008,BERNARDO ADER 775,BOULOGNE,EMERGENCIA,G-ALEXIS,TERMINADO,65100,TRUE,TRUE,APROBADO
18/4/2025 16:05:16,5856745,T1007 - CANILLA DE BAÑO DE CLIENTES - ACONTEC,1007,CNL.C.F.DE BRANDSEN 1957,ITUZAINGO,PRESUPUESTO,G-ALEXIS,TERMINADO,373700,TRUE,TRUE,APROBADO
18/4/2025 16:06:15,5856677,T157 se solicita mantenimiento para baños de los hombres,157,AV MAYO 791,RAMOS MEJIA,EMERGENCIA,G-NAZA,TERMINADO,150400,TRUE,TRUE,APROBADO
19/4/2025 11:01:44,5856882,T382 - rejilla doblada - ACONTEC,382,GUAYAQUIL 264,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,57200,TRUE,TRUE,APROBADO
19/4/2025 11:03:50,5856948,T5566 filtracion en techo sobre mercaderia - ACONTEC,5566,DIAG. 162 LAS GARDENIAS 5922,LOMA HERMOSA,EMERGENCIA,G-ALEXIS,TERMINADO,1140900,TRUE,TRUE,APROBADO
19/4/2025 15:42:31,5857479,T.1019.CAMARA DE LACTEOS.CAMBIO DE CAÑO DESAGOTE ROTO.,1019,AV LIBERTADOR 1501,MORENO,EMERGENCIA,G-NAZA,TERMINADO,155500,TRUE,TRUE,APROBADO
19/4/2025 15:43:18,5857470,T382 FILTRACIÓN DE AGUA ENCIMA DE EQUIPO DE REFRIGERACION,382,GUAYAQUIL 264,CABALLITO,EMERGENCIA,G-JOSE,TERMINADO,57200,TRUE,TRUE,APROBADO
21/4/2025 8:24:02,5858391,t 157- techo placa - acontec,157,AV MAYO 791,RAMOS MEJIA,EMERGENCIA,G-NAZA,TERMINADO,290400,TRUE,TRUE,APROBADO
21/4/2025 8:42:17,5858705,T1019 BACHA DE MERENDERO,1019,AV LIBERTADOR 1501,MORENO,EMERGENCIA,G-JOSE,TERMINADO,57200,TRUE,TRUE,APROBADO
21/4/2025 10:27:10,5858993,T1070 Pared sobre marco,1070,AV HIPOLITO YRIGOYEN 2040 Y MARCELO T. DE ALVEAR,CASEROS,EMERGENCIA,G-ALEXIS,TERMINADO,47900,TRUE,TRUE,APROBADO
21/4/2025 16:08:06,5859666,T110 - Puerta de entrada caida - Acontec,110,AV ROCA 3729,TRUJUI,EMERGENCIA,G-NAZA,TERMINADO,52700,TRUE,TRUE,APROBADO
22/4/2025 11:20:20,5860415,T1101 - Tienda sin agua - Acontec,1101,AVENIDA HONORIO PUEYRREDON 652,CABALLITO,EMERGENCIA,G-MANU,TERMINADO,96800,TRUE,TRUE,APROBADO
21/4/2025 18:47:06,5860011,T 1014 - DESAGÜE TAPADOS - ACONTEC,1014,GABINO EZEIZA ESQ BRASIL 8650,LOMA HERMOSA,EMERGENCIA,G-JOSE,TERMINADO,125200,TRUE,TRUE,APROBADO
